Age,Gender,MaritalStatus,Department,JobRole,JobLevel,OverTime,OverTimeFlag,MonthlyIncome,SalaryGroup,TotalWorkingYears,ExperienceGroup,YearsAtCompany,TenureGroup,StockOptionLevel,OverTime_LowSalary,EarlyCareer,Attrition,Attrition_Prob,RiskCategory
30,Female,Single,Research & Development,Manufacturing Director,2,Yes,1,4695,Mid-Low,10,6-10,8,6-10,0,0,0,0,0.6803986886059062,Medium Risk
29,Female,Divorced,Research & Development,Laboratory Technician,1,Yes,1,3339,Mid-Low,10,6-10,7,6-10,2,0,0,1,0.447166113479844,Medium Risk
28,Male,Single,Research & Development,Research Scientist,1,No,0,2080,Low,5,3-5,3,2-3,0,0,0,0,0.4669562304663002,Medium Risk
25,Female,Single,Research & Development,Research Scientist,1,No,0,2096,Low,2,0-2,2,2-3,0,0,1,0,0.7716461352797512,High Risk
32,Male,Married,Sales,Sales Executive,2,No,0,6209,Mid-High,10,6-10,10,6-10,2,0,0,0,0.2255108262812277,Low Risk
45,Female,Single,Research & Development,Manager,5,No,0,18061,High,22,21+,0,0-1,0,0,1,0,0.49509645786511347,Medium Risk
39,Female,Divorced,Research & Development,Manager,4,Yes,1,17123,High,21,21+,19,11+,2,0,0,0,0.29842297785793365,Low Risk
58,Male,Divorced,Research & Development,Research Scientist,1,No,0,2372,Low,2,0-2,2,2-3,2,0,1,0,0.4083014927025179,Medium Risk
32,Male,Married,Research & Development,Laboratory Technician,2,No,0,4883,Mid-Low,10,6-10,10,6-10,1,0,0,1,0.3284537468923399,Low Risk
39,Male,Single,Research & Development,Research Scientist,1,No,0,3904,Mid-Low,6,6-10,5,4-5,0,0,0,1,0.38760253640620296,Low Risk
30,Female,Married,Research & Development,Laboratory Technician,2,No,0,4627,Mid-Low,10,6-10,9,6-10,1,0,0,0,0.3378265777591043,Low Risk
36,Female,Married,Research & Development,Healthcare Representative,3,No,0,7094,Mid-High,10,6-10,7,6-10,0,0,0,0,0.41290676921469854,Medium Risk
46,Female,Single,Human Resources,Human Resources,1,No,0,3423,Mid-Low,10,6-10,7,6-10,0,0,0,0,0.3400374653724929,Low Risk
28,Female,Married,Research & Development,Laboratory Technician,2,No,0,6674,Mid-High,10,6-10,9,6-10,3,0,0,0,0.16281606550717634,Low Risk
50,Female,Married,Research & Development,Research Director,4,Yes,1,16880,High,25,21+,3,2-3,0,0,0,0,0.38254620345315654,Low Risk
40,Male,Single,Sales,Sales Executive,3,Yes,1,9094,High,9,6-10,5,4-5,0,0,0,1,0.6129698324670964,Medium Risk
52,Male,Single,Sales,Sales Executive,3,Yes,1,8446,High,10,6-10,8,6-10,0,0,0,1,0.5638478542911657,Medium Risk
30,Female,Married,Research & Development,Manager,3,Yes,1,11916,High,9,6-10,9,6-10,2,0,0,0,0.41768777168506593,Medium Risk
39,Male,Single,Research & Development,Manufacturing Director,2,No,0,4534,Mid-Low,9,6-10,8,6-10,0,0,0,0,0.4041870035725373,Medium Risk
31,Female,Divorced,Sales,Sales Executive,3,Yes,1,9852,High,10,6-10,10,6-10,1,0,0,0,0.5471116985942672,Medium Risk
41,Male,Single,Sales,Sales Executive,2,No,0,6151,Mid-High,19,11-20,19,11+,0,0,0,0,0.34087658895944617,Low Risk
31,Female,Single,Sales,Sales Representative,1,Yes,1,2302,Low,3,3-5,3,2-3,0,1,0,1,0.868263074456548,High Risk
44,Male,Married,Research & Development,Laboratory Technician,1,No,0,2362,Low,10,6-10,3,2-3,0,0,0,1,0.3508266541745932,Low Risk
42,Male,Married,Research & Development,Manager,4,Yes,1,17861,High,21,21+,20,11+,0,0,0,0,0.4886753718394744,Medium Risk
55,Female,Married,Research & Development,Manager,5,No,0,19187,High,23,21+,19,11+,1,0,0,0,0.14871438336418144,Low Risk
56,Male,Single,Human Resources,Manager,5,No,0,19717,High,36,21+,7,6-10,0,0,0,0,0.13512903709143906,Low Risk
40,Male,Divorced,Research & Development,Research Scientist,1,No,0,3544,Mid-Low,6,6-10,4,4-5,1,0,0,0,0.2849524248677892,Low Risk
34,Male,Divorced,Research & Development,Healthcare Representative,3,No,0,8500,High,10,6-10,9,6-10,1,0,0,0,0.3080524610565807,Low Risk
40,Male,Single,Research & Development,Research Scientist,2,No,0,4661,Mid-Low,9,6-10,9,6-10,0,0,0,0,0.4006046923335055,Medium Risk
41,Female,Divorced,Sales,Sales Executive,2,No,0,4103,Mid-Low,10,6-10,9,6-10,1,0,0,0,0.29506974978133854,Low Risk
35,Male,Single,Research & Development,Research Scientist,2,Yes,1,4249,Mid-Low,9,6-10,9,6-10,0,0,0,0,0.6719310450871231,Medium Risk
51,Male,Divorced,Human Resources,Manager,4,Yes,1,14026,High,33,21+,33,11+,1,0,0,0,0.34226157167677734,Low Risk
38,Female,Divorced,Sales,Sales Executive,2,No,0,6893,Mid-High,11,11-20,7,6-10,1,0,0,0,0.26717878707027476,Low Risk
34,Female,Single,Sales,Sales Executive,2,No,0,6125,Mid-High,10,6-10,10,6-10,0,0,0,0,0.4078610647949035,Medium Risk
25,Male,Married,Research & Development,Laboratory Technician,1,No,0,3669,Mid-Low,7,6-10,3,2-3,3,0,0,0,0.1740712908507582,Low Risk
58,Female,Married,Research & Development,Manufacturing Director,3,Yes,1,10008,High,31,21+,10,6-10,0,0,0,1,0.3745600936173708,Low Risk
40,Male,Married,Research & Development,Laboratory Technician,1,No,0,2387,Low,7,6-10,4,4-5,1,0,0,0,0.29170524742057546,Low Risk
36,Female,Married,Sales,Sales Executive,2,No,0,4639,Mid-Low,17,11-20,15,11+,1,0,0,0,0.28513413856543274,Low Risk
48,Male,Single,Research & Development,Manufacturing Director,3,No,0,7898,Mid-High,11,11-20,10,6-10,0,0,0,0,0.3471772645332468,Low Risk
27,Female,Married,Sales,Sales Representative,1,No,0,2534,Low,5,3-5,1,0-1,1,0,1,0,0.6475649460210272,Medium Risk
51,Female,Single,Research & Development,Manufacturing Director,4,No,0,13142,High,29,21+,5,4-5,0,0,0,0,0.20011310100335775,Low Risk
18,Female,Single,Research & Development,Laboratory Technician,1,No,0,1611,Low,0,0-2,0,0-1,0,0,1,0,0.8050508208091613,High Risk
35,Female,Married,Research & Development,Laboratory Technician,2,No,0,5363,Mid-High,10,6-10,9,6-10,1,0,0,0,0.3069826366198675,Low Risk
27,Male,Single,Sales,Sales Executive,2,No,0,5071,Mid-High,8,6-10,6,6-10,0,0,0,0,0.4583742082577616,Medium Risk
55,Male,Single,Sales,Sales Executive,4,Yes,1,13695,High,24,21+,19,11+,0,0,0,1,0.45295175774201346,Medium Risk
56,Male,Married,Research & Development,Manufacturing Director,4,Yes,1,13402,High,33,21+,19,11+,1,0,0,0,0.2900879139258113,Low Risk
34,Female,Divorced,Research & Development,Research Scientist,1,No,0,2029,Low,5,3-5,5,4-5,3,0,0,0,0.17157779635209033,Low Risk
40,Female,Divorced,Research & Development,Healthcare Representative,2,No,0,6377,Mid-High,15,11-20,12,11+,3,0,0,0,0.12227239327855226,Low Risk
34,Male,Married,Research & Development,Laboratory Technician,2,No,0,5429,Mid-High,10,6-10,8,6-10,2,0,0,0,0.22126128841083387,Low Risk
31,Female,Single,Sales,Sales Representative,1,No,0,2785,Low,3,3-5,1,0-1,0,0,1,1,0.7345840003463552,High Risk
35,Female,Married,Sales,Sales Executive,2,Yes,1,4614,Mid-Low,5,3-5,4,4-5,1,0,0,1,0.5743437110050534,Medium Risk
38,Male,Divorced,Research & Development,Research Scientist,1,No,0,2610,Low,4,3-5,4,4-5,3,0,0,0,0.1582449263504262,Low Risk
34,Female,Single,Research & Development,Healthcare Representative,2,No,0,6687,Mid-High,14,11-20,14,11+,0,0,0,0,0.3857052346588132,Low Risk
28,Male,Married,Sales,Sales Executive,2,No,0,4724,Mid-Low,5,3-5,5,4-5,1,0,0,0,0.3667730623695206,Low Risk
31,Male,Married,Research & Development,Manufacturing Director,2,Yes,1,6179,Mid-High,10,6-10,10,6-10,2,0,0,1,0.44618949635111693,Medium Risk
39,Male,Married,Sales,Sales Executive,2,Yes,1,6120,Mid-High,8,6-10,5,4-5,2,0,0,0,0.40555903211451766,Medium Risk
51,Male,Married,Sales,Sales Executive,3,No,0,10596,High,14,11-20,4,4-5,0,0,0,0,0.27032680090620026,Low Risk
41,Female,Divorced,Research & Development,Research Scientist,2,Yes,1,5467,Mid-High,12,11-20,6,6-10,2,0,0,0,0.3801727066474128,Low Risk
37,Male,Married,Research & Development,Research Scientist,1,Yes,1,2996,Mid-Low,8,6-10,6,6-10,0,0,0,0,0.6418316616010771,Medium Risk
33,Male,Married,Sales,Sales Executive,2,No,0,9998,High,8,6-10,5,4-5,0,0,0,0,0.3631485089822694,Low Risk
32,Male,Married,Sales,Sales Executive,2,Yes,1,4078,Mid-Low,4,3-5,3,2-3,3,0,0,0,0.3793002042683024,Low Risk
39,Male,Married,Research & Development,Healthcare Representative,3,No,0,10920,High,13,11-20,6,6-10,1,0,0,0,0.23862884065190199,Low Risk
25,Male,Married,Sales,Sales Executive,2,No,0,6232,Mid-High,6,6-10,3,2-3,0,0,0,0,0.45813540084676835,Medium Risk
52,Female,Married,Research & Development,Manufacturing Director,4,Yes,1,13247,High,24,21+,5,4-5,1,0,0,0,0.32639216072992844,Low Risk
43,Female,Single,Research & Development,Research Scientist,2,Yes,1,4081,Mid-Low,20,11-20,20,11+,0,0,0,0,0.5959421272509274,Medium Risk
27,Female,Married,Sales,Sales Executive,2,Yes,1,5769,Mid-High,6,6-10,6,6-10,0,0,0,0,0.7001672230344018,High Risk
27,Female,Single,Research & Development,Research Scientist,1,Yes,1,2394,Low,8,6-10,8,6-10,0,1,0,1,0.8680828099142306,High Risk
26,Male,Single,Research & Development,Research Scientist,1,No,0,3904,Mid-Low,5,3-5,4,4-5,0,0,0,0,0.45632139750750284,Medium Risk
42,Female,Married,Human Resources,Manager,4,No,0,16799,High,21,21+,20,11+,1,0,0,0,0.19250163089621866,Low Risk
52,Female,Married,Research & Development,Laboratory Technician,1,No,0,2950,Mid-Low,12,11-20,5,4-5,0,0,0,0,0.30114111294838747,Low Risk
37,Female,Single,Research & Development,Laboratory Technician,1,No,0,3629,Mid-Low,8,6-10,3,2-3,0,0,0,0,0.3816437487359611,Low Risk
35,Male,Single,Research & Development,Manufacturing Director,3,No,0,9362,High,10,6-10,2,2-3,0,0,0,0,0.3746311468799435,Low Risk
25,Male,Married,Research & Development,Laboratory Technician,1,No,0,3229,Mid-Low,7,6-10,3,2-3,1,0,0,0,0.346090167839839,Low Risk
26,Male,Single,Research & Development,Laboratory Technician,1,No,0,3578,Mid-Low,8,6-10,7,6-10,0,0,0,0,0.4488732940389538,Medium Risk
29,Male,Single,Human Resources,Human Resources,3,No,0,7988,Mid-High,10,6-10,10,6-10,0,0,0,0,0.44554667319651875,Medium Risk
49,Male,Single,Research & Development,Laboratory Technician,2,No,0,4284,Mid-Low,20,11-20,4,4-5,0,0,0,1,0.28141244846807545,Low Risk
29,Female,Single,Research & Development,Healthcare Representative,3,Yes,1,7553,Mid-High,9,6-10,8,6-10,0,0,0,1,0.6906935624316889,Medium Risk
54,Female,Single,Research & Development,Research Director,4,No,0,17328,High,29,21+,20,11+,0,0,0,0,0.18494367077543755,Low Risk
58,Female,Married,Research & Development,Research Director,5,Yes,1,19701,High,32,21+,9,6-10,1,0,0,0,0.22919022612323092,Low Risk
55,Male,Divorced,Research & Development,Research Director,4,No,0,14732,High,31,21+,7,6-10,2,0,0,0,0.077241545120625,Low Risk
36,Female,Single,Sales,Sales Executive,2,Yes,1,9278,High,15,11-20,5,4-5,0,0,0,0,0.5533250609341973,Medium Risk
31,Female,Single,Sales,Sales Representative,1,No,0,1359,Low,1,0-2,1,0-1,0,0,1,1,0.759364976280564,High Risk
30,Female,Divorced,Sales,Sales Executive,2,No,0,4779,Mid-Low,8,6-10,3,2-3,2,0,0,0,0.24094976858710848,Low Risk
31,Female,Single,Research & Development,Research Director,4,No,0,16422,High,9,6-10,3,2-3,0,0,0,0,0.35155698956186093,Low Risk
34,Male,Divorced,Research & Development,Research Scientist,1,No,0,2996,Mid-Low,10,6-10,4,4-5,2,0,0,0,0.20930632806842547,Low Risk
31,Female,Single,Research & Development,Research Scientist,1,No,0,1261,Low,1,0-2,1,0-1,0,0,1,1,0.7603070464781423,High Risk
27,Male,Married,Research & Development,Laboratory Technician,1,No,0,2099,Low,6,6-10,5,4-5,0,0,0,0,0.4709522495559175,Medium Risk
36,Male,Single,Research & Development,Laboratory Technician,2,No,0,5810,Mid-High,10,6-10,10,6-10,0,0,0,0,0.4019803724309579,Medium Risk
36,Female,Married,Sales,Sales Executive,2,No,0,5647,Mid-High,11,11-20,3,2-3,2,0,0,0,0.19776596100263158,Low Risk
47,Male,Married,Research & Development,Research Scientist,1,No,0,3420,Mid-Low,17,11-20,6,6-10,1,0,0,0,0.2073742416414609,Low Risk
25,Male,Married,Sales,Sales Representative,1,No,0,4400,Mid-Low,6,6-10,3,2-3,0,0,0,1,0.44494402362195545,Medium Risk
37,Male,Single,Research & Development,Laboratory Technician,1,No,0,3500,Mid-Low,7,6-10,6,6-10,0,0,0,0,0.39870463857130223,Low Risk
56,Female,Married,Research & Development,Research Scientist,1,No,0,2066,Low,5,3-5,3,2-3,1,0,0,0,0.2396832561657934,Low Risk
47,Female,Married,Research & Development,Research Director,4,No,0,17169,High,26,21+,20,11+,2,0,0,0,0.10481687401940352,Low Risk
24,Female,Married,Sales,Sales Executive,2,Yes,1,4162,Mid-Low,5,3-5,5,4-5,2,0,0,0,0.5280697343423025,Medium Risk
32,Male,Married,Sales,Sales Executive,2,No,0,9204,High,7,6-10,4,4-5,1,0,0,0,0.28242777647391987,Low Risk
34,Female,Married,Research & Development,Laboratory Technician,1,No,0,3294,Mid-Low,7,6-10,5,4-5,1,0,0,0,0.3101099885010765,Low Risk
41,Male,Married,Research & Development,Research Scientist,1,Yes,1,2127,Low,7,6-10,4,4-5,0,1,0,0,0.8306232252818327,High Risk
40,Male,Divorced,Research & Development,Laboratory Technician,2,No,0,3975,Mid-Low,11,11-20,8,6-10,2,0,0,0,0.20870103256687098,Low Risk
31,Male,Divorced,Sales,Sales Executive,3,No,0,10793,High,13,11-20,13,11+,1,0,0,0,0.28833678696281434,Low Risk
46,Male,Divorced,Sales,Sales Executive,3,No,0,10096,High,28,21+,7,6-10,1,0,0,1,0.15861339542456904,Low Risk
39,Female,Single,Research & Development,Laboratory Technician,1,Yes,1,3646,Mid-Low,11,11-20,1,0-1,0,0,1,1,0.8292080469290238,High Risk
31,Female,Single,Research & Development,Manufacturing Director,3,No,0,7446,Mid-High,10,6-10,10,6-10,0,0,0,1,0.4424737840747486,Medium Risk
45,Male,Divorced,Research & Development,Healthcare Representative,3,Yes,1,10851,High,24,21+,7,6-10,1,0,0,0,0.3589269522677018,Low Risk
31,Female,Single,Human Resources,Human Resources,1,No,0,2109,Low,8,6-10,3,2-3,0,0,0,0,0.4305741784618097,Medium Risk
31,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,3722,Mid-Low,7,6-10,2,2-3,1,0,0,1,0.5493750578864491,Medium Risk
45,Male,Married,Research & Development,Manufacturing Director,3,Yes,1,9380,High,10,6-10,3,2-3,2,0,0,0,0.35252252316712746,Low Risk
48,Male,Divorced,Sales,Sales Executive,2,No,0,5486,Mid-High,15,11-20,2,2-3,3,0,0,0,0.09876053485764758,Low Risk
34,Female,Married,Human Resources,Human Resources,1,No,0,2742,Low,2,0-2,2,2-3,0,0,1,1,0.7308822160498002,High Risk
40,Male,Divorced,Research & Development,Research Director,3,No,0,13757,High,16,11-20,9,6-10,1,0,0,0,0.20142767971946715,Low Risk
28,Male,Single,Sales,Sales Executive,2,No,0,8463,High,6,6-10,5,4-5,0,0,0,0,0.42011788087698476,Medium Risk
44,Male,Single,Research & Development,Laboratory Technician,1,No,0,3162,Mid-Low,7,6-10,5,4-5,0,0,0,0,0.3661312332336464,Low Risk
53,Male,Single,Research & Development,Research Director,4,No,0,16598,High,35,21+,9,6-10,0,0,0,0,0.15088198603713326,Low Risk
49,Male,Married,Research & Development,Healthcare Representative,2,No,0,6651,Mid-High,20,11-20,3,2-3,1,0,0,0,0.1789841124907565,Low Risk
40,Male,Divorced,Research & Development,Research Scientist,1,No,0,2345,Low,8,6-10,3,2-3,1,0,0,0,0.2838924592791964,Low Risk
44,Male,Single,Research & Development,Research Scientist,1,No,0,3420,Mid-Low,6,6-10,5,4-5,0,0,0,0,0.36949056613277204,Low Risk
33,Male,Married,Sales,Sales Executive,2,No,0,4373,Mid-Low,5,3-5,4,4-5,2,0,0,0,0.25139542355660033,Low Risk
34,Male,Single,Sales,Sales Executive,2,No,0,4759,Mid-Low,15,11-20,13,11+,0,0,0,0,0.4003111064158998,Medium Risk
30,Male,Married,Sales,Sales Executive,2,No,0,5301,Mid-High,4,3-5,2,2-3,2,0,0,0,0.25443108109599216,Low Risk
42,Female,Single,Research & Development,Laboratory Technician,1,No,0,3673,Mid-Low,12,11-20,12,11+,0,0,0,0,0.35688475208457165,Low Risk
44,Female,Married,Sales,Sales Executive,2,No,0,4768,Mid-Low,11,11-20,1,0-1,1,0,1,0,0.5308914032053758,Medium Risk
30,Male,Divorced,Research & Development,Research Scientist,1,No,0,1274,Low,1,0-2,1,0-1,2,0,1,0,0.5687083890530653,Medium Risk
57,Male,Married,Research & Development,Research Scientist,2,No,0,4900,Mid-Low,13,11-20,12,11+,1,0,0,0,0.21617434882887915,Low Risk
49,Male,Divorced,Research & Development,Healthcare Representative,3,No,0,10466,High,29,21+,8,6-10,2,0,0,0,0.0984901779854458,Low Risk
34,Male,Divorced,Research & Development,Research Director,4,No,0,17007,High,16,11-20,14,11+,2,0,0,0,0.15933828472456002,Low Risk
28,Male,Married,Sales,Sales Representative,1,No,0,2909,Low,5,3-5,3,2-3,1,0,0,1,0.3486824572305389,Low Risk
29,Female,Single,Sales,Sales Executive,2,No,0,5765,Mid-High,7,6-10,5,4-5,0,0,0,1,0.4430724629819424,Medium Risk
34,Female,Single,Sales,Sales Executive,2,Yes,1,4599,Mid-Low,16,11-20,15,11+,0,0,0,1,0.6448513838103694,Medium Risk
35,Male,Married,Sales,Sales Representative,1,No,0,2404,Low,1,0-2,1,0-1,1,0,1,0,0.6372288500264509,Medium Risk
24,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,3172,Mid-Low,4,3-5,0,0-1,0,0,1,1,0.890558886172093,High Risk
24,Female,Married,Sales,Sales Representative,1,No,0,2033,Low,1,0-2,1,0-1,1,0,1,0,0.691767557466871,Medium Risk
44,Male,Single,Research & Development,Manufacturing Director,3,Yes,1,10209,High,16,11-20,2,2-3,0,0,0,0,0.5214701503554546,Medium Risk
29,Male,Divorced,Sales,Sales Executive,2,No,0,8620,High,10,6-10,10,6-10,2,0,0,0,0.2142755180222757,Low Risk
30,Male,Divorced,Human Resources,Human Resources,1,No,0,2064,Low,6,6-10,5,4-5,1,0,0,0,0.34869632911011883,Low Risk
55,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,4035,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.5949935045478285,Medium Risk
33,Female,Married,Research & Development,Laboratory Technician,1,No,0,3838,Mid-Low,8,6-10,5,4-5,0,0,0,0,0.40443896644728744,Medium Risk
47,Female,Married,Sales,Sales Executive,2,Yes,1,4591,Mid-Low,11,11-20,5,4-5,1,0,0,0,0.47474054541997435,Medium Risk
28,Male,Single,Research & Development,Laboratory Technician,1,No,0,2561,Low,8,6-10,0,0-1,0,0,1,1,0.7188614814335806,High Risk
28,Male,Divorced,Research & Development,Research Scientist,1,No,0,1563,Low,1,0-2,1,0-1,1,0,1,0,0.6794305582446551,Medium Risk
28,Male,Single,Sales,Sales Executive,2,No,0,4898,Mid-Low,5,3-5,4,4-5,0,0,0,0,0.47034814512663,Medium Risk
49,Female,Married,Research & Development,Laboratory Technician,2,No,0,4789,Mid-Low,10,6-10,3,2-3,1,0,0,0,0.24144430316808463,Low Risk
29,Female,Married,Research & Development,Laboratory Technician,1,No,0,3180,Mid-Low,4,3-5,3,2-3,3,0,0,0,0.1781154619288172,Low Risk
28,Male,Married,Research & Development,Manufacturing Director,2,No,0,6549,Mid-High,8,6-10,8,6-10,2,0,0,0,0.24264055360428924,Low Risk
33,Male,Single,Research & Development,Healthcare Representative,2,Yes,1,6388,Mid-High,14,11-20,0,0-1,0,0,1,0,0.8336815840242816,High Risk
32,Male,Single,Research & Development,Manager,3,No,0,11244,High,10,6-10,5,4-5,0,0,0,0,0.37445237101708717,Low Risk
54,Female,Divorced,Research & Development,Manager,4,No,0,16032,High,26,21+,14,11+,1,0,0,0,0.1354771664889126,Low Risk
29,Male,Single,Research & Development,Research Scientist,1,No,0,2362,Low,11,11-20,9,6-10,0,0,0,1,0.43482412460364206,Medium Risk
44,Male,Married,Research & Development,Research Director,4,No,0,16328,High,24,21+,20,11+,1,0,0,0,0.17738895596497772,Low Risk
39,Female,Single,Research & Development,Manufacturing Director,3,No,0,8376,Mid-High,9,6-10,2,2-3,0,0,0,0,0.3741580918011028,Low Risk
46,Female,Married,Sales,Manager,4,No,0,16606,High,23,21+,13,11+,1,0,0,0,0.161407412255159,Low Risk
35,Female,Single,Research & Development,Healthcare Representative,3,No,0,8606,High,11,11-20,11,11+,0,0,0,0,0.40372243156396376,Medium Risk
23,Male,Single,Research & Development,Laboratory Technician,2,No,0,2272,Low,5,3-5,4,4-5,0,0,0,0,0.5304831118017528,Medium Risk
40,Male,Single,Research & Development,Laboratory Technician,1,No,0,2018,Low,15,11-20,5,4-5,0,0,0,1,0.3473080463754585,Low Risk
34,Male,Married,Sales,Sales Executive,3,Yes,1,7083,Mid-High,10,6-10,10,6-10,0,0,0,0,0.6730850760004132,Medium Risk
31,Female,Single,Research & Development,Research Scientist,1,No,0,4084,Mid-Low,7,6-10,7,6-10,0,0,0,1,0.4240085870923762,Medium Risk
50,Male,Single,Research & Development,Research Director,4,Yes,1,14411,High,32,21+,32,11+,0,0,0,0,0.45302133668410227,Medium Risk
34,Male,Married,Sales,Sales Representative,1,Yes,1,2308,Low,12,11-20,11,11+,1,1,0,0,0.7722524866988569,High Risk
42,Male,Married,Research & Development,Laboratory Technician,1,No,0,4841,Mid-Low,4,3-5,1,0-1,1,0,1,0,0.5516571629773712,Medium Risk
37,Male,Married,Research & Development,Research Scientist,2,No,0,4285,Mid-Low,10,6-10,10,6-10,0,0,0,0,0.4164446239070176,Medium Risk
29,Female,Married,Research & Development,Healthcare Representative,2,No,0,9715,High,9,6-10,7,6-10,1,0,0,0,0.2855555746339317,Low Risk
33,Male,Single,Research & Development,Manufacturing Director,2,No,0,4320,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.4554920936409884,Medium Risk
45,Male,Married,Research & Development,Research Scientist,1,No,0,2132,Low,8,6-10,5,4-5,1,0,0,0,0.2705316341075014,Low Risk
42,Male,Married,Research & Development,Healthcare Representative,3,Yes,1,10124,High,24,21+,20,11+,1,0,0,0,0.4205725873684586,Medium Risk
40,Male,Married,Sales,Sales Executive,2,No,0,5473,Mid-High,9,6-10,8,6-10,0,0,0,0,0.3874571799558393,Low Risk
33,Male,Married,Research & Development,Laboratory Technician,2,Yes,1,5207,Mid-High,15,11-20,15,11+,1,0,0,0,0.540956896889486,Medium Risk
40,Male,Single,Human Resources,Manager,4,Yes,1,16437,High,21,21+,21,11+,0,0,0,0,0.5207379059502676,Medium Risk
